id,title,sentences
M.1557891290.A.E83,[討論] 挺韓大將徐正文在中國網站的寫的經歷,顾问中华黄埔四海同心会
M.1557891290.A.E83,[討論] 挺韓大將徐正文在中國網站的寫的經歷,顾问台湾美丽岛杂志社
M.1557891355.A.CB9,[黑特] 為什麽不去考蔡英文蘇真昌 ?,國民黨這些民代
M.1557891355.A.CB9,[黑特] 為什麽不去考蔡英文蘇真昌 ?,不知在幹什麼出幾題考考蔡英文蘇真昌
M.1557891355.A.CB9,[黑特] 為什麽不去考蔡英文蘇真昌 ?,她一定也答不出來
M.1557891355.A.CB9,[黑特] 為什麽不去考蔡英文蘇真昌 ?,這時就可以好好來檢討
M.1557891355.A.CB9,[黑特] 為什麽不去考蔡英文蘇真昌 ?,為什麼她都答不出來
M.1557891355.A.CB9,[黑特] 為什麽不去考蔡英文蘇真昌 ?,一定是超混的怎麼都不做
M.1557891393.A.F28,[討論] 認真 總統二選一,大家都知道總統政見的重要性
M.1557891393.A.F28,[討論] 認真 總統二選一,影響未來四年的國家走向
M.1557891393.A.F28,[討論] 認真 總統二選一,如果我們拋下成見
M.1557891393.A.F28,[討論] 認真 總統二選一,展望未來一定能選出一個對台灣最好的總統
M.1557891393.A.F28,[討論] 認真 總統二選一,重要的是維持和平
M.1557891393.A.F28,[討論] 認真 總統二選一,又能讓經濟成長
M.1557891393.A.F28,[討論] 認真 總統二選一,這樣才能讓大家放心生育
M.1557891393.A.F28,[討論] 認真 總統二選一,國家才會真正強大
M.1557891393.A.F28,[討論] 認真 總統二選一,以下兩位候選人
M.1557891393.A.F28,[討論] 認真 總統二選一,大家會投給誰呢
M.1557891393.A.F28,[討論] 認真 總統二選一,1懷有夢想的發財瑜
M.1557891393.A.F28,[討論] 認真 總統二選一,32長相可愛的招財貓
M.1557891393.A.F28,[討論] 認真 總統二選一,852大家會選擇哪一個候選人呢
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,今天連訪他一口氣講完
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,連給記者插嘴的機會都沒有
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,7我想是這樣拉齁嘆
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,這個是這樣對我們來講是外科醫生嘛
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,外科醫生的態度就是結果決定論嘛齁
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,就兩岸關係跟以前比起來是更緊張還是更和緩
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,我想大家也清楚嘛
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,就是更緊張嘛所以為何昨天會講那個戰略戰術的問題
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,就是說事實上我們小英政府在處理兩岸關係上
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,戰術上都對拉但是合起來的戰略結果不是很理想
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以事實上在年初的時候
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,比方說拉習近平在講那個告台灣同胞書40周年的說話時
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,事實上小英政府的預測很準
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,她預測跟回應的劇本都相當完整
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以在第一時間小英總統很迅速的回嗆
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以她不管是媒體上甚麼撿到槍辣台妹
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,事實上也跟她在台灣跟賴清德的競爭中
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,這民調的確有迅速上升
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,但是問題是這樣拉
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,面對那種極權國家拉齁
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,特別是極權國家被你回嗆
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以它只好軍艦拉飛機繞台灣
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,但是對美國來說
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,亞太地區的存在
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,特別是現在在的印太戰略
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以第七艦隊的船就開始通過台灣海峽了
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,最後連那個法國的軍艦都要來湊一腳
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以是這樣拉齁
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,在美中對抗的大局之下
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,其實在不知不覺中
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,台灣反而被推到危險沖突的地區去
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以是這樣拉戰術上每個反應都對
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,但合起來的戰略結果不是我們喜歡的
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以才講說那個上兵伐謀
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,那個戰略要對意思就是說戰略要對
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,再來是外交再來是採取運動戰
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,其實那種打陣地戰是我們最不想看到的狀態
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,大概就這樣戰術反應都對但是戰略不太對
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以我才這樣講嘛
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,有時候我們來回想看看
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,2017年台北世大運
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,雖然過程中我們還是在面對兩岸的壓力
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,可是我們還是平平安安把它辦完
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,而且最重要的是在兩岸分治七十年以來
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,台北世大運是最大規模的運動會
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,而且可以說在那一段時間恐怕是台灣幾十年來最團結最快樂最凝聚的一段時刻
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,但你看看齁台中的東亞青運就不見拉
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以有時候是這樣拉齁
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,要認清時勢再求取台灣最大的生存空間跟繁榮
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以是這樣拉在維護台灣的主體性不用去懷疑
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,不要隨便給人家扣帽子賣台甚麼的
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,但是在方法上面是可以有討論空間的
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,後面還有一段記者提問柯的方式
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,有興趣的可以繼續聽
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,所以柯今天的回應跟他接受日本專訪結合起來可以確定
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,柯認為蔡是在換取自身的最大利益而非國家利益
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,應該可以下這結論吧
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,給逐字稿超人吧
M.1557891440.A.4DE,Re: [討論] 幕僚請進，柯p用詞精確一點好嗎？,這篇是把時間像乳溝一樣擠出來偷打的
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,04昨天關鍵時刻我們寶傑火力全開
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,打了綠狗同溫層跟柯糞的臉
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,說人家草包結果連草包都贏不了
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,只能在那狗吠兩套標準綠狗黨
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,不知道吳草包在現場聽到這番話做何感想
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,要去三立年代了嗎
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,從被中天封殺後又要被東森封殺了嗎
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,看來寶傑最近專訪韓國瑜後
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,整個想開了有感謝寶傑跟韓總的相輔相成
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,目前專訪韓市長影片52萬人看
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,發燒第8名比那柯文哲影片紅多了
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,是喔那你們柯屁怎沒人看
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,3個月以來才40萬頭腦燒壞才會去看嗎寶傑知道誰有人氣
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,那連沒人覺得不錯
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,又看笑話都沒人鳥的柯屁
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,是不是更扯呢那就看誰崩嚕
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,去年1124後綠狗崩到現在我倒是沒看韓有崩
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,半年了加油好嗎1450
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,可悲也比1450跟柯糞好吧
M.1557891575.A.41D,[討論] LBJ劉寶傑是不是表態了 嗆爆DPP,沒看過兩個民調20趴的有那優越感嘴40趴的
M.1557891584.A.A3E,[討論] 無情未來事件的機率準嗎??,昨天大略看了一下無情未來真實事件的各選區勝選機率
M.1557891584.A.A3E,[討論] 無情未來事件的機率準嗎??,有出現明確的參選人對決的選區
M.1557891584.A.A3E,[討論] 無情未來事件的機率準嗎??,國民黨大部分的立委選區勝選機率都超過70有些還99
M.1557891584.A.A3E,[討論] 無情未來事件的機率準嗎??,民進黨只有南部及台北市第二選區有贏
M.1557891584.A.A3E,[討論] 無情未來事件的機率準嗎??,其他都輸超慘有卦嗎
M.1557891648.A.03B,Re: [討論] 館長是不是被查稅查水表？,館長是不是被查稅了之前狂罵狂挺韓國瑜
M.1557891648.A.03B,Re: [討論] 館長是不是被查稅查水表？,現在來個180度大翻轉
M.1557891648.A.03B,Re: [討論] 館長是不是被查稅查水表？,會不會之後換人
M.1557891648.A.03B,Re: [討論] 館長是不是被查稅查水表？,執政館長又再度翻轉呢
M.1557891648.A.03B,Re: [討論] 館長是不是被查稅查水表？,生意人做生意不容易啊
M.1557891648.A.03B,Re: [討論] 館長是不是被查稅查水表？,說錯話得罪當權人被抓到把柄
M.1557891648.A.03B,Re: [討論] 館長是不是被查稅查水表？,生意就很難做了除非是一方霸主
M.1557891648.A.03B,Re: [討論] 館長是不是被查稅查水表？,例如張忠謀郭台銘這種
M.1557891648.A.03B,Re: [討論] 館長是不是被查稅查水表？,其他小咖的還是乖乖悶聲發財比
M.1557891648.A.03B,Re: [討論] 館長是不是被查稅查水表？,較安全只能說館長的草蟒性格太容易被圈粉了
M.1557891648.A.03B,Re: [討論] 館長是不是被查稅查水表？,你看上一個莒光園地把面子做足給館長他就馬上被蔡總統圈住了
M.1557891751.A.8C8,[討論] 韓粉粉絲團會怎麼評論這次質詢?,自從韓總上次被女神打爆後
M.1557891751.A.8C8,[討論] 韓粉粉絲團會怎麼評論這次質詢?,韓粉粉絲團已經對黃捷恨之入骨了
M.1557891751.A.8C8,[討論] 韓粉粉絲團會怎麼評論這次質詢?,這次韓粉粉絲團和韓總自稱已經磨刀霍霍
M.1557891751.A.8C8,[討論] 韓粉粉絲團會怎麼評論這次質詢?,要準備絕地大反攻了
M.1557891751.A.8C8,[討論] 韓粉粉絲團會怎麼評論這次質詢?,結果被當空氣韓粉粉絲團會怎麼評論這次質詢
M.1557891751.A.8C8,[討論] 韓粉粉絲團會怎麼評論這次質詢?,一定是被我大韓總霸氣嚇到不敢問
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,我還是下個結論吧
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,這從長期來看已經看出是為什麼了
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,不論你爭的是兩例
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,是一例是工時是七天假
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,無論你怎麼彈性
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,怎麼偏向勞工企業上有政策下有對策
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,但不論企業怎麼應對
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,受害的人都是勞工
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,這也為什麼明明一例一休是極大偏向勞工的政策
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,但林全部長民調卻直線下滑
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,簡單的例企業因為政策取消加班
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,縱然加班錢多了一堆
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,加一小時班得付四小時的錢
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,你看的到吃不到
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,所以民調直線滑落
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,反而賴清德上去之後
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,改回大部份規則
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,反而被企業界盛讚是
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,最能解決問題的部長
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,只是在這個議題上
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,民進黨一次勞基法修惡
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,後果已成就算最後
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,民進黨直接對勞工的底薪四次連加
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,企業是很幹但民心卻換來50以上的滿意度只在薪資上
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,你可以知道民進黨找到了怎麼喚回勞工票的方式
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,但民怨已成形象一旦確立
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,後面很難救了我沒記錯的話
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,原本勞基法是只有一例而已
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,勞方希望一例改成兩例
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,但是蔡英文是把一例改成一例一休
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,並不是什麼兩例改成一例
M.1557891978.A.EC7,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,應該是這樣吧有蔡黑要打臉我的嗎
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,1有柯就投柯2沒柯但有韓
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,投不是蔡英文的人
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,3只有韓跟蔡投票只投立委
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,幹你媽的農地開放種工廠
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,勞基法微型公司不罰
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,綠粉一隻隻都裝死沒看到
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,整天在那邊蔡英文才是領導抗中的最佳選擇
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,我就看妳這垃圾被韓導霸凌也爽啦
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,1賭爛藍綠2根本不在乎民調
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,有柯就投3不在乎柯會不會上
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,總統選票能看到他的照片就已經很爽了
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,4不在乎兩岸論述台灣價值中共同路人
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,藍綠講的話跟屎沒兩樣
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,5柯沒上也無所謂
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,台北的選擇還是柯文哲
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,一樣早上730準時開工
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,以上有人跟我一樣嗎
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,原來這種法案可以提喔
M.1557891984.A.F9F,Re: [討論]有沒有人跟我一樣 只想投柯P,那要不要提看看酒駕殺人無罪
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,請問蔡英文到底哪一步走錯了
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,才會把一手好牌打成這樣
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,蔡英文的外交不知道有啥好捧的
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,美國那邊立的法
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,干蔡英文屁事難道是蔡英文要求美國國會去立那些法的
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,至於蔡英文最大的問題
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,就是唯一拿手的事情只有搞鬥爭而已
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,做事沒半點屁用
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,整天搞利益分配來鞏固自己的權力地位
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,英粉之前是怎樣痛幹新潮流的
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,都失憶了嗎結果鄭文燦和陳菊現在可是力挺蔡英文
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,畢竟小英給的東西夠了新潮流當然會挺她
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,還看過有弱智說是連新潮流也看不下賴清德才挺小英
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,真的有夠自慰前幾年執政黨惡搞的時候小英可是瘋狂神隱
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,都是下面的人負責背鍋都是小英被綁架
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,結果一遇到選舉
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,除了整天找網紅刷存在感
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,也完全示範了怎樣利用黨機器和總統權力來修理政敵
M.1557891996.A.219,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,真的是除了搞選舉以外就什麼都不會的廢物政客
M.1557892030.A.E7A,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,政治上始終還是柯綠分手太難看
M.1557892030.A.E7A,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,沒有繼續合作確實可惜
M.1557892030.A.E7A,Re: [討論] 蔡英文是哪一步走錯了才變成這麼慘？,也讓補血補滿要知道有很多過去只投綠營的票
